dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number
CLL,OPF,12/15/23,1000,N757AF
DAL,CLL,12/15/23,450,N757AF
OPF,DAL,12/20/23,1200,N757AF
BNA,DAL,1/5/24,880,N757AF
DAL,BNA,1/5/24,630,N757AF
DAL,LAX,1/16/24,1500,N757AF
LAX,OAK,1/18/24,640,N757AF
DAL,ADS,3/29/24,430,N757AF
ADS,ELA,3/31/24,380,N757AF
ELA,CRS,4/1/24,550,N757AF
PRB,LIR,4/2/24,2600,N757AF
PVW,SFO,4/3/24,1400,N757AF
NXP,ESP,4/4/24,2200,N757AF
DAL,IAD,4/17/24,1200,N757AF
IAD,DAL,4/18/24,1400,N757AF
DAL,HHR,4/21/24,1100,N757AF
HHR,DAL,4/22/24,1100,N757AF
DAL,OKC,5/7/24,410,N757AF
OKC,DAL,5/8/24,490,N757AF
DAL,OKC,5/10/24,560,N757AF
OKC,DAL,5/10/24,450,N757AF
DAL,OKC,5/15/24,520,N757AF
OKC,DAL,5/16/24,550,N757AF
DAL,MSP,5/22/24,790,N757AF
MSP,NAS,5/25/24,1500,N757AF
NAS,WTD,5/27/24,1300,N757AF
FTW,BNA,7/1/23,410,N767CJ
DET,VRB,7/16/23,740,N767CJ
VRB,JWN,7/19/23,470,N767CJ
JWN,HRO,9/16/23,280,N767CJ
BNA,LAS,10/25/23,990,N767CJ
DTW,JWN,10/29/23,460,N767CJ
FXE,XCM,10/29/23,770,N767CJ
LAS,APF,10/29/23,1300,N767CJ
JWN,TCL,11/4/23,260,N767CJ
TCL,JWN,11/4/23,210,N767CJ
JWN,MCO,11/10/23,480,N767CJ
MCO,PTK,11/10/23,730,N767CJ
JWN,TEB,11/11/23,460,N767CJ
JWN,PTK,11/13/23,430,N767CJ
PTK,JWN,11/14/23,530,N767CJ
TEB,JWN,11/14/23,550,N767CJ
PTK,FMY,11/16/23,820,N767CJ
JWN,VRB,12/1/23,410,N767CJ
JWN,PBI,12/8/23,580,N767CJ
PBI,JWN,12/10/23,530,N767CJ
JWN,LAS,12/14/23,960,N767CJ
LAS,HOU,12/17/23,830,N767CJ
HOU,PTK,12/18/23,800,N767CJ
APF,TEB,12/25/23,740,N767CJ
PTK,APF,12/25/23,770,N767CJ
FOK,APF,12/26/23,740,N767CJ
TEB,APF,12/26/23,670,N767CJ
DFW,SUA,12/27/23,640,N767CJ
SUA,BNA,12/31/23,500,N767CJ
BNA,PTK,1/10/24,440,N767CJ
PTK,BNA,1/11/24,500,N767CJ
BNA,PBI,1/15/24,540,N767CJ
DHN,PTK,1/24/24,520,N767CJ
PBI,DHN,1/24/24,310,N767CJ
FEP,VRB,1/28/24,1300,N767CJ
LGC,PTK,1/29/24,460,N767CJ
PTK,AUS,2/21/24,930,N767CJ
GYY,BNA,2/26/24,310,N767CJ
PGX,SCQ,2/29/24,450,N767CJ
SBA,BYS,2/29/24,630,N767CJ
RNC,GLR,3/6/24,730,N767CJ
ACB,BNA,3/8/24,400,N767CJ
BNA,SUA,3/8/24,520,N767CJ
GLR,ACB,3/8/24,220,N767CJ
SUA,BJJ,3/9/24,610,N767CJ
BJJ,PTK,3/19/24,210,N767CJ
SUA,UOS,3/24/24,460,N767CJ
UOS,PTK,3/27/24,350,N767CJ
PTK,BNA,3/29/24,300,N767CJ
BNA,BTR,4/6/24,350,N767CJ
BTR,BNA,4/7/24,330,N767CJ
BNA,HTS,4/20/24,290,N767CJ
BNA,SUA,4/20/24,580,N767CJ
SUA,BNA,4/20/24,490,N767CJ
HTS,BNA,4/21/24,250,N767CJ
BNA,TPA,4/27/24,400,N767CJ
TPA,SUA,4/27/24,270,N767CJ
SUA,TPA,4/28/24,230,N767CJ
TPA,BNA,4/28/24,450,N767CJ
BNA,SDF,5/3/24,290,N767CJ
SDF,BNA,5/5/24,240,N767CJ
BNA,SUA,5/9/24,470,N767CJ
SUA,BNA,5/9/24,490,N767CJ
BNA,RMG,5/10/24,320,N767CJ
RMG,BNA,5/11/24,270,N767CJ
BNA,GKY,5/16/24,430,N767CJ
GKY,BNA,5/19/24,490,N767CJ
LBA,STN,7/24/23,280,N7KC
DEL,BOM,9/4/23,630,N7KC
SJC,LAX,10/3/23,410,N7KC
LAX,SJC,10/4/23,440,N7KC
SJC,VBG,10/10/23,270,N7KC
DEL,BOM,10/19/23,990,N7KC
TPS,QLT,10/20/23,4700,N7KC
IAD,SJC,11/1/23,2200,N7KC
BQH,DXB,11/29/23,3700,N7KC
DXB,LTN,12/3/23,3300,N7KC
LTN,SJC,12/4/23,4700,N7KC
SJC,TEB,1/15/24,2300,N7KC
BFL,VNY,2/14/24,720,N7KC
MUC,PDL,2/17/24,1900,N7KC
UKI,VKS,3/8/24,1900,N7KC
VKS,MAE,3/9/24,1700,N7KC
MAE,ALB,4/1/24,2200,N7KC
ALB,BOS,4/3/24,730,N7KC
BOS,LGU,4/4/24,1800,N7KC
LGU,CDW,4/9/24,2400,N7KC
CDW,SJC,4/11/24,2300,N7KC
SJC,ICN,4/25/24,5300,N7KC
ICN,SJC,4/26/24,5300,N7KC
SJC,AFW,4/29/24,1400,N7KC
AFW,SJC,5/17/24,1500,N7KC
SJC,LBG,5/21/24,5400,N7KC
LBG,PEG,5/22/24,770,N7KC
FCO,PEG,5/26/24,540,N7KC
PEG,QLT,5/26/24,4800,N7KC
BOS,TEB,5/27/24,630,N7KC
LBG,MRS,5/30/23,400,N810KJ
MRS,BUD,5/30/23,670,N810KJ
BUD,BUD,6/1/23,5200,N810KJ
VNY,TRM,6/13/23,300,N810KJ
TRM,CMA,6/14/23,440,N810KJ
CMA,STN,6/17/23,4800,N810KJ
STN,CMA,6/18/23,4700,N810KJ
LAS,CMA,6/23/23,350,N810KJ
VNY,LAS,6/23/23,500,N810KJ
CMA,DFW,6/26/23,1200,N810KJ
DFW,CMA,6/30/23,1400,N810KJ
CMA,TEB,7/2/23,2500,N810KJ
TEB,CMA,7/3/23,2100,N810KJ
CMA,PGA,7/5/23,430,N810KJ
PGA,CMA,7/5/23,480,N810KJ
CMA,TEB,7/20/23,2400,N810KJ
TEB,CMA,7/23/23,2400,N810KJ
VNY,SAN,7/26/23,320,N810KJ
SAN,VNY,7/27/23,330,N810KJ
VNY,CMA,7/28/23,490,N810KJ
CMA,VNY,8/3/23,480,N810KJ
VNY,IAH,8/3/23,1700,N810KJ
IAH,VNY,8/6/23,1900,N810KJ
VNY,CMA,8/6/23,490,N810KJ
CMA,LAX,8/11/23,460,N810KJ
RMI,QLT,8/18/23,6100,N810KJ
CMA,ULS,8/27/23,1000,N810KJ
ULS,CMA,8/27/23,1400,N810KJ
CMA,VNY,9/6/23,460,N810KJ
VNY,TEB,9/6/23,2900,N810KJ
TEB,CMA,9/11/23,3500,N810KJ
CMA,VNY,9/13/23,470,N810KJ
VNY,TEB,9/13/23,3900,N810KJ
TEB,CMA,9/14/23,2400,N810KJ
CMA,LAX,9/19/23,390,N810KJ
LAX,LIN,9/20/23,5500,N810KJ
LIN,QLT,9/23/23,490,N810KJ
LBG,CMA,9/30/23,5700,N810KJ
LBG,CMA,10/3/23,5600,N810KJ
CMA,TUS,10/6/23,550,N810KJ
TUS,CMA,10/14/23,640,N810KJ
CMA,TRM,10/15/23,540,N810KJ
TRM,CMA,10/17/23,540,N810KJ
CMA,VNY,10/21/23,450,N810KJ
VNY,TEB,10/21/23,3100,N810KJ
TEB,CMA,10/22/23,3600,N810KJ
CMA,TEB,11/1/23,2600,N810KJ
TEB,CMA,11/2/23,2500,N810KJ
CMA,VNY,11/3/23,390,N810KJ
VNY,TRM,11/3/23,1200,N810KJ
TRM,CMA,11/4/23,520,N810KJ
CMA,TEB,11/11/23,2500,N810KJ
TEB,VNY,11/15/23,2900,N810KJ
VNY,CMA,11/16/23,410,N810KJ
CMA,TRM,11/21/23,600,N810KJ
TRM,CMA,11/21/23,470,N810KJ
CMA,TRM,11/22/23,630,N810KJ
TRM,CMA,11/22/23,550,N810KJ
CMA,TRM,11/23/23,410,N810KJ
CMA,TRM,11/24/23,530,N810KJ
TRM,CMA,11/24/23,530,N810KJ
TRM,CMA,11/25/23,550,N810KJ
CMA,STN,11/28/23,6200,N810KJ
BOD,STN,11/29/23,830,N810KJ
STN,BOD,11/29/23,940,N810KJ
STN,LBG,11/30/23,310,N810KJ
LBG,VNY,12/2/23,5500,N810KJ
VNY,CMA,12/2/23,430,N810KJ
CMA,LBG,12/4/23,5800,N810KJ
FLL,CMA,12/6/23,3700,N810KJ
LBG,FLL,12/6/23,4100,N810KJ
CMA,DAL,12/18/23,1200,N810KJ
DAL,CMA,12/24/23,1300,N810KJ
CMA,SXM,1/1/24,3200,N810KJ
SXM,CMA,1/3/24,3700,N810KJ
CMA,VNY,1/19/24,410,N810KJ
VNY,LBG,1/23/24,5400,N810KJ
LBG,NCE,1/28/24,470,N810KJ
NCE,CMA,1/30/24,6000,N810KJ
CMA,VNY,2/16/24,480,N810KJ
VNY,TRM,2/17/24,610,N810KJ
TRM,CMA,2/19/24,500,N810KJ
CMA,TEB,2/24/24,3900,N810KJ
TEB,VNY,2/27/24,3700,N810KJ
VNY,CMA,2/27/24,410,N810KJ
CMA,PBI,3/1/24,3200,N810KJ
PBI,CMA,3/4/24,3500,N810KJ
CMA,SFO,3/13/24,510,N810KJ
SFO,CMA,3/13/24,630,N810KJ
CMA,VNY,3/27/24,430,N810KJ
VNY,TRM,3/28/24,1100,N810KJ
TRM,CMA,3/31/24,520,N810KJ
PLS,CMA,4/6/24,3700,N810KJ
APA,CMA,4/23/24,990,N810KJ
CMA,VNY,4/26/24,450,N810KJ
VNY,TRM,4/27/24,6300,N810KJ
TRM,VNY,4/29/24,6000,N810KJ
VNY,DEN,4/29/24,880,N810KJ
DEN,VNY,4/30/24,1000,N810KJ
VNY,TEB,5/3/24,3200,N810KJ
TEB,VNY,5/8/24,2700,N810KJ
VNY,CMA,5/8/24,420,N810KJ
CMA,VNY,5/10/24,430,N810KJ
VNY,LAS,5/10/24,630,N810KJ
LAS,VNY,5/11/24,440,N810KJ
VNY,CMA,5/11/24,480,N810KJ
CMA,CLE,5/13/24,2500,N810KJ
CLE,CMA,5/15/24,3700,N810KJ
CMA,NCE,5/25/24,6100,N810KJ
NCE,BCN,5/26/24,940,N810KJ
DAL,VNY,7/7/23,1200,N817GS
NBG,DAL,7/7/23,810,N817GS
VNY,DAL,7/20/23,1400,N817GS
DAL,VNY,7/23/23,1100,N817GS
VNY,DAL,7/27/23,1400,N817GS
DAL,VNY,7/29/23,1400,N817GS
VNY,PVU,8/18/23,870,N817GS
PVU,DAL,8/20/23,1000,N817GS
DAL,VNY,8/26/23,1300,N817GS
VNY,DAL,8/30/23,1100,N817GS
DAL,VNY,9/1/23,1300,N817GS
VNY,DAL,9/19/23,1200,N817GS
RBM,DAL,9/20/23,440,N817GS
DAL,APF,9/24/23,1100,N817GS
LAX,PBI,9/24/23,1700,N817GS
DAL,VNY,9/26/23,1200,N817GS
VNY,DAL,9/29/23,1200,N817GS
DAL,VNY,10/19/23,1300,N817GS
VNY,SCF,10/24/23,400,N817GS
SCF,TYS,10/28/23,1500,N817GS
TYS,DAL,10/29/23,450,N817GS
DAL,VNY,11/2/23,1100,N817GS
VNY,DAL,11/16/23,1300,N817GS
DAL,VNY,11/17/23,1200,N817GS
VNY,DAL,12/8/23,1200,N817GS
DAL,VNY,12/15/23,1300,N817GS
BGI,BGI,12/28/23,470,N817GS
NAS,WTD,12/28/23,1100,N817GS
SFG,SFG,12/28/23,480,N817GS
TOA,IAD,12/28/23,1800,N817GS
SFG,SFG,12/29/23,3600,N817GS
VNY,SFG,12/29/23,3400,N817GS
SFG,SFG,12/31/23,4300,N817GS
VNY,DAL,1/1/24,1300,N817GS
DAL,LAS,1/9/24,1200,N817GS
LAS,VNY,1/10/24,390,N817GS
VNY,DAL,1/12/24,1300,N817GS
DAL,VNY,1/25/24,1300,N817GS
VNY,DAL,1/30/24,1200,N817GS
DAL,ANB,2/12/24,590,N817GS
ANB,MWL,2/14/24,640,N817GS
MWL,TYZ,2/14/24,700,N817GS
TYZ,INW,2/18/24,380,N817GS
AFW,DAL,2/19/24,410,N817GS
INW,AFW,2/19/24,690,N817GS
PUW,BFI,2/25/24,510,N817GS
IPL,WHT,2/29/24,1200,N817GS
PMD,CVS,3/2/24,820,N817GS
CVS,PVU,3/3/24,830,N817GS
PVU,WPO,3/4/24,420,N817GS
WPO,PMD,3/7/24,1000,N817GS
PMD,VNY,3/10/24,370,N817GS
VNY,SMF,5/2/24,430,N817GS
SMF,VNY,5/3/24,420,N817GS
VNY,DAL,5/3/24,1500,N817GS
DAL,KEF,5/10/24,3600,N817GS
KEF,KEF,5/11/24,2400,N817GS
FCO,KEF,5/12/24,2200,N817GS
KEF,KEF,5/12/24,3700,N817GS
DAL,VNY,5/17/24,1200,N817GS
VNY,DAL,5/19/24,1200,N817GS
DAL,VNY,5/27/24,1100,N817GS
OPF,PWM,7/23/23,1200,N818TH
ACK,TEB,8/11/23,250,N818TH
STL,MKC,9/18/23,340,N818TH
TEB,STL,9/18/23,730,N818TH
OPF,TEB,12/22/23,810,N818TH
TEB,OPF,12/22/23,950,N818TH
OPF,SWF,1/1/24,860,N818TH
TEB,BAF,1/3/24,210,N818TH
OPF,TEB,1/16/24,840,N818TH
TEB,PTB,1/22/24,540,N818TH
PTB,MIA,1/26/24,740,N818TH
MIA,TEB,1/28/24,830,N818TH
TEB,HWO,2/1/24,740,N818TH
OPF,GED,2/16/24,710,N818TH
GED,MMU,2/19/24,320,N818TH
GUC,SAD,2/24/24,250,N818TH
LNA,TEB,2/25/24,790,N818TH
CDW,MIA,3/7/24,870,N818TH
KIC,IRS,3/13/24,1700,N818TH
PRB,BFD,3/18/24,1600,N818TH
ZSA,WTD,3/18/24,340,N818TH
MSV,EWR,3/24/24,660,N818TH
EWR,EDE,4/4/24,400,N818TH
ANC,SVW,4/9/24,380,N818TH
QLT,QLT,4/14/24,4400,N818TH
TAK,KIX,4/16/24,520,N818TH
KIX,ANC,4/20/24,2700,N818TH
ANC,TEB,4/21/24,2600,N818TH
TEB,OPF,4/26/24,1000,N818TH
OPF,TEB,4/29/24,1000,N818TH
TEB,YQX,5/3/24,840,N818TH
YQX,YYZ,5/3/24,1100,N818TH
TEB,SNA,5/19/24,2900,N818TH
SNA,TEB,5/23/24,2400,N818TH
TEB,OSL,5/24/24,2800,N818TH
HSH,COE,7/24/23,840,N838MF
COE,LAS,8/7/23,1400,N838MF
COE,MIA,8/25/23,2400,N838MF
MIA,PBI,8/25/23,280,N838MF
PBI,TPA,8/26/23,250,N838MF
TPA,PTK,8/27/23,1200,N838MF
BKL,YYZ,8/28/23,710,N838MF
PTK,BKL,8/28/23,410,N838MF
YYZ,COE,8/30/23,1700,N838MF
HSH,BBB,9/1/23,1100,N838MF
BBB,HSH,9/8/23,1100,N838MF
HSH,FTW,9/10/23,1000,N838MF
BBB,GRK,9/12/23,940,N838MF
FTW,BBB,9/12/23,870,N838MF
GRK,FTW,9/12/23,550,N838MF
FTW,HZL,9/13/23,1200,N838MF
HZL,TEB,9/13/23,690,N838MF
TEB,GON,9/14/23,240,N838MF
PVU,DPG,9/16/23,300,N838MF
BOI,COE,9/25/23,530,N838MF
CIA,OLB,9/30/23,680,N838MF
OLB,QLT,10/1/23,410,N838MF
CIA,GVA,10/2/23,790,N838MF
KEF,KEF,10/4/23,3900,N838MF
GVA,ZRH,10/5/23,5000,N838MF
HSH,SCF,10/10/23,580,N838MF
SCF,HSH,10/12/23,460,N838MF
GCW,SNA,10/18/23,710,N838MF
SNA,HSH,10/18/23,370,N838MF
VNY,HII,10/21/23,570,N838MF
HII,HSH,10/22/23,280,N838MF
DSM,BOS,10/30/23,1100,N838MF
HSH,DSM,10/30/23,1100,N838MF
BOS,TEB,11/2/23,440,N838MF
VNY,RNO,11/9/23,590,N838MF
SNA,HSH,11/14/23,550,N838MF
RNO,HSH,11/15/23,520,N838MF
VNY,HSH,11/21/23,520,N838MF
HSH,GCW,12/7/23,370,N838MF
GCW,TEB,12/9/23,2100,N838MF
TEB,HSH,12/12/23,2200,N838MF
HSH,IGM,12/19/23,250,N838MF
IGM,VNY,12/19/23,590,N838MF
VNY,HSH,12/20/23,690,N838MF
HSH,BGI,12/23/23,3400,N838MF
BGI,BGI,1/2/24,4100,N838MF
HPN,PBI,1/6/24,660,N838MF
VNY,OAK,1/10/24,480,N838MF
OAK,HSH,1/12/24,680,N838MF
OAK,VNY,1/25/24,490,N838MF
CSQ,IOW,2/13/24,520,N838MF
LAS,VNY,2/13/24,410,N838MF
IOW,SBY,2/15/24,770,N838MF
DVT,VNY,2/17/24,440,N838MF
MUC,PDL,2/17/24,1900,N838MF
VNY,CLD,2/17/24,580,N838MF
TEB,MCO,2/19/24,780,N838MF
VNY,HNL,2/20/24,3500,N838MF
HNL,SYD,2/23/24,4900,N838MF
HNL,LAS,4/19/24,3500,N838MF
LAS,VNY,4/20/24,570,N838MF
VNY,LAS,4/20/24,450,N838MF
LAS,HNL,4/22/24,2900,N838MF
HNL,SYD,4/27/24,5000,N838MF
SYD,MEL,5/9/24,470,N838MF
HPN,VNY,5/30/23,1600,N878DB
VNY,HPN,6/8/23,1600,N878DB
HPN,VNY,6/21/23,1500,N878DB
VNY,HPN,6/23/23,1600,N878DB
HPN,VNY,8/2/23,1400,N878DB
VNY,APF,8/14/23,1400,N878DB
APF,HPN,8/16/23,730,N878DB
HPN,JAC,8/23/23,1100,N878DB
JAC,HPN,8/24/23,1300,N878DB
HPN,RST,9/2/23,660,N878DB
RST,HPN,9/23/23,670,N878DB
APF,VNY,11/3/23,1500,N878DB
VNY,APF,11/14/23,1500,N878DB
APF,VNY,12/4/23,1400,N878DB
VNY,APF,12/8/23,1300,N878DB
APF,VNY,12/16/23,1400,N878DB
VNY,APF,12/21/23,1400,N878DB
APF,VNY,12/31/23,1400,N878DB
VNY,APF,1/13/24,1600,N878DB
APF,VNY,1/22/24,1200,N878DB
VNY,CNK,2/10/24,970,N878DB
CNK,VNY,2/27/24,740,N878DB
VNY,APF,2/28/24,1800,N878DB
JAC,VNY,3/15/24,750,N878DB
APF,ICT,3/30/24,950,N878DB
VNY,APF,3/30/24,1700,N878DB
ICT,HPN,5/18/24,770,N878DB
EWR,LAX,5/19/24,1900,N878DB
HPN,CLE,5/19/24,420,N878DB
BFI,AUS,6/11/23,1900,N887WM
AUS,BFI,7/4/23,1800,N887WM
BFI,EWR,7/14/23,2200,N887WM
EWR,IAD,7/15/23,530,N887WM
IAD,BFI,7/21/23,2200,N887WM
YVR,YYZ,7/30/23,280,N887WM
BFI,OMA,7/31/23,1300,N887WM
BFI,YVR,7/31/23,250,N887WM
OMA,OLB,8/2/23,4400,N887WM
OLB,QLT,8/6/23,480,N887WM
NCE,BFI,8/10/23,4800,N887WM
BFI,KOA,9/5/23,2800,N887WM
KOA,ACT,9/8/23,3500,N887WM
ACT,BFI,9/9/23,1900,N887WM
BFI,YVR,9/21/23,500,N887WM
YVR,YYZ,9/24/23,250,N887WM
BFI,BRU,10/10/23,4700,N887WM
BRU,BRU,10/11/23,530,N887WM
LGW,STN,10/12/23,330,N887WM
LGW,GFK,10/13/23,3900,N887WM
STN,LGW,10/13/23,230,N887WM
TVF,TRM,10/14/23,1400,N887WM
TRM,VNY,10/16/23,680,N887WM
VNY,SFO,10/17/23,710,N887WM
SFO,UKI,10/18/23,650,N887WM
UKI,SFO,10/18/23,490,N887WM
SFO,TRM,10/19/23,580,N887WM
TRM,BFI,10/22/23,990,N887WM
BFI,TRM,11/4/23,980,N887WM
TRM,INS,11/4/23,310,N887WM
LAS,SXM,11/16/23,3400,N887WM
SXM,PTP,11/17/23,740,N887WM
PTP,PTP,11/29/23,3700,N887WM
FJR,DXB,11/30/23,290,N887WM
RUH,RUH,11/30/23,910,N887WM
STN,RUH,11/30/23,2900,N887WM
DWC,LBG,12/3/23,3000,N887WM
LBG,MDW,12/6/23,4000,N887WM
MDW,JFK,12/7/23,760,N887WM
JFK,TRM,12/9/23,2400,N887WM
SAS,BFI,12/12/23,870,N887WM
BFI,LAS,12/13/23,820,N887WM
LAS,BFI,12/15/23,980,N887WM
SFO,FXE,1/3/24,2000,N887WM
TRM,BFI,1/4/24,880,N887WM
BFI,TRM,1/6/24,1100,N887WM
TRM,BQH,1/11/24,5200,N887WM
BQH,ZRH,1/14/24,520,N887WM
ZRH,ZRH,1/18/24,660,N887WM
BFI,FKS,3/7/24,5700,N887WM
RIL,BDU,3/7/24,1100,N887WM
FBK,TRM,3/8/24,3600,N887WM
LMT,FDK,3/8/24,2000,N887WM
CHZ,VCV,3/19/24,850,N887WM
VCV,MZJ,3/20/24,690,N887WM
BWC,PSP,3/28/24,700,N887WM
MGY,LOU,4/3/24,68200,N887WM
LKV,TRM,4/9/24,920,N887WM
TRM,SEA,4/10/24,1500,N887WM
MDJ,TRM,4/12/24,740,N887WM
SEA,MDJ,4/12/24,630,N887WM
TRM,BUR,4/13/24,580,N887WM
BUR,TRM,4/14/24,500,N887WM
TRM,BFI,4/15/24,910,N887WM
BFI,UDD,4/26/24,860,N887WM
OMA,CPH,5/5/24,4300,N887WM
CPH,RKE,5/6/24,490,N887WM
SXF,EWR,5/9/24,3700,N887WM
EWR,NUQ,5/11/24,3100,N887WM
NUQ,TRM,5/12/24,420,N887WM
TRM,BFI,5/14/24,1200,N887WM
BFI,TRM,5/16/24,860,N887WM
TRM,OAK,5/20/24,790,N887WM
NUQ,BFI,5/22/24,610,N887WM
OAK,NUQ,5/22/24,440,N887WM
BFI,TRM,5/24/24,940,N887WM
PWT,BFI,5/25/24,430,N887WM
TRM,PWT,5/25/24,990,N887WM
BUR,LAS,5/29/23,290,N88WR
LAS,VNY,6/2/23,480,N88WR
VNY,LAS,6/2/23,370,N88WR
LAS,LAX,7/1/23,240,N88WR
LAX,LAS,7/1/23,230,N88WR
BUR,LAS,7/2/23,310,N88WR
LAS,BUR,7/2/23,300,N88WR
LAS,VNY,7/4/23,250,N88WR
VNY,LAS,7/4/23,320,N88WR
LAS,SCK,7/10/23,500,N88WR
SCK,LAS,7/11/23,420,N88WR
BUR,LAS,7/18/23,270,N88WR
LAS,BUR,7/18/23,360,N88WR
CRP,LAS,7/27/23,860,N88WR
LAS,CRP,7/27/23,790,N88WR
LAS,VNY,7/28/23,330,N88WR
VNY,LAS,7/28/23,260,N88WR
LAS,VNY,7/29/23,250,N88WR
VNY,LAS,7/29/23,270,N88WR
BUR,LAS,7/31/23,270,N88WR
CRP,LAS,7/31/23,880,N88WR
DUB,SNN,7/31/23,3700,N88WR
ISP,LAS,7/31/23,1600,N88WR
LAS,CRP,7/31/23,850,N88WR
NCE,LAS,7/31/23,120,N88WR
PBI,LAS,7/31/23,1500,N88WR
GJT,TVC,8/1/23,820,N88WR
LAS,RNO,8/1/23,460,N88WR
RNO,HON,8/1/23,780,N88WR
TVC,LAS,8/4/23,1400,N88WR
GJT,LAS,8/9/23,290,N88WR
LAS,GJT,8/9/23,530,N88WR
LAS,SNA,8/18/23,230,N88WR
SNA,LAS,8/18/23,290,N88WR
LAS,VNY,8/19/23,270,N88WR
VNY,LAS,8/19/23,310,N88WR
BUR,LAS,8/20/23,290,N88WR
LAS,BUR,8/20/23,300,N88WR
LAS,CMA,9/5/23,370,N88WR
LAS,MCO,9/10/23,1600,N88WR
MCO,LAS,9/11/23,1500,N88WR
LAS,OAK,9/13/23,500,N88WR
OAK,LAS,9/13/23,480,N88WR
DAL,HOU,9/15/23,3400,N88WR
LAS,NHK,9/15/23,1500,N88WR
TEB,HOU,9/18/23,990,N88WR
LAS,LAX,9/25/23,310,N88WR
LAX,LAS,9/25/23,270,N88WR
LAS,TEB,9/27/23,1600,N88WR
TEB,LAS,9/27/23,1700,N88WR
LAS,VNY,9/29/23,280,N88WR
LAS,VNY,10/1/23,250,N88WR
VNY,LAS,10/1/23,330,N88WR
LAS,MDW,10/2/23,1400,N88WR
MDW,LAS,10/2/23,1200,N88WR
LAS,TEB,10/3/23,1800,N88WR
LAS,MDW,10/4/23,1200,N88WR
MDW,LAS,10/4/23,1200,N88WR
TEB,LAS,10/4/23,1500,N88WR
LAS,SFO,10/5/23,320,N88WR
SFO,LAS,10/6/23,470,N88WR
NXP,LAX,10/14/23,230,N88WR
LAX,LAS,10/15/23,440,N88WR
LAS,MDW,10/19/23,1200,N88WR
LAX,LAS,10/19/23,270,N88WR
MDW,LAX,10/19/23,1200,N88WR
LAS,LAX,10/21/23,280,N88WR
BUR,LAS,10/22/23,270,N88WR
LAS,BUR,10/22/23,290,N88WR
LAX,RNO,10/22/23,500,N88WR
RNO,LAS,10/22/23,230,N88WR
LAS,SAT,10/23/23,840,N88WR
LAS,HHR,10/30/23,280,N88WR
BUR,LAS,10/31/23,300,N88WR
CLD,LAS,10/31/23,300,N88WR
LAS,BUR,10/31/23,300,N88WR
LAS,SJC,10/31/23,320,N88WR
SJC,CLD,10/31/23,430,N88WR
LAS,LUF,11/14/23,250,N88WR
AUS,LAS,11/16/23,860,N88WR
LSV,AUS,11/16/23,790,N88WR
LAS,AUS,11/19/23,770,N88WR
AUS,LAS,11/22/23,840,N88WR
BUR,LAS,11/22/23,300,N88WR
LAS,BUR,11/22/23,520,N88WR
LAS,PHX,11/28/23,340,N88WR
LAS,LAX,12/22/23,330,N88WR
LAX,LAS,12/22/23,440,N88WR
LAS,SJC,12/26/23,560,N88WR
LVK,LAS,12/27/23,470,N88WR
LAS,YVR,12/29/23,690,N88WR
YVR,YYZ,12/29/23,840,N88WR
DAL,LAS,12/31/23,750,N88WR
LAS,DAL,12/31/23,820,N88WR
LAS,BUR,1/2/24,270,N88WR
BUR,LAS,1/3/24,230,N88WR
LAS,BUR,1/18/24,300,N88WR
LAS,PGA,3/12/24,400,N88WR
PGA,GJT,3/12/24,410,N88WR
GJT,LAS,3/13/24,390,N88WR
LAS,SGU,3/13/24,660,N88WR
SGU,VNY,3/15/24,380,N88WR
VNY,HSH,3/15/24,450,N88WR
HSH,BYS,3/17/24,580,N88WR
BYS,CDC,3/27/24,410,N88WR
CDC,HSH,3/28/24,300,N88WR
VNY,VCV,3/30/24,460,N88WR
VCV,BLD,3/31/24,440,N88WR
BLD,CNY,4/1/24,400,N88WR
BLD,VGT,4/2/24,320,N88WR
CNY,BLD,4/2/24,390,N88WR
LSV,DVT,4/4/24,350,N88WR
DVT,FTW,4/5/24,690,N88WR
FTW,LAS,4/5/24,910,N88WR
LAS,NTK,4/7/24,390,N88WR
NTK,LAS,4/7/24,350,N88WR
DAL,LAS,4/8/24,1000,N88WR
LAS,ADS,4/8/24,770,N88WR
LAS,NTK,4/12/24,270,N88WR
DAL,LAS,4/13/24,970,N88WR
LAS,DAL,4/13/24,810,N88WR
NTK,LAS,4/13/24,500,N88WR
LAS,ORL,4/14/24,1400,N88WR
ORL,BLD,4/14/24,1500,N88WR
BLD,BUR,4/15/24,360,N88WR
BUR,LAS,4/15/24,500,N88WR
LAS,LAX,4/15/24,470,N88WR
LAX,LAS,4/16/24,300,N88WR
FTW,LAS,4/17/24,890,N88WR
LAS,FTW,4/17/24,780,N88WR
FTW,MAF,4/25/24,380,N88WR
MAF,LAS,4/25/24,550,N88WR
VNY,FTW,4/25/24,880,N88WR
HHR,HSH,4/28/24,450,N88WR
LAS,HHR,4/28/24,400,N88WR
CNY,LAS,4/29/24,450,N88WR
HSH,CNY,4/29/24,410,N88WR
VNY,SLC,5/8/24,370,N88WR
BNA,IAH,5/9/24,410,N88WR
BUR,VNY,5/9/24,280,N88WR
LAS,BUR,5/9/24,320,N88WR
LAS,HHR,5/9/24,430,N88WR
SLC,LAS,5/9/24,410,N88WR
LAS,SBD,5/10/24,310,N88WR
