airport_code,airport_name,latitude,longitude
KALM,Alamogordo-White Sands Regional Airport,32.8399,-105.991
KALN,St. Louis Regional Airport,38.8903,-90.046
KALO,Waterloo Regional Airport,42.5571,-92.4003
KALS,San Luis Valley Regional Airport,37.4349,-105.867
KALW,Walla Walla Regional Airport,46.0949,-118.288
KALX,Thomas C. Russell Field,32.9147,-85.963
KAMA,Rick Husband Amarillo International Airport,35.2194,-101.706
KAMN,Gratiot Community Airport,43.3221,-84.688
KAMW,Ames Municipal Airport,41.992,-93.6218
KANB,Anniston Regional Airport,33.5882,-85.8581
KAND,Anderson Regional Airport,34.4946,-82.7094
KANK,Harriet Alexander Field,38.5383,-106.049
KANP,Lee Airport,38.9429,-76.5684
KANQ,Tri-State Steuben County Airport,41.6397,-85.0835
KANW,Ainsworth Regional Airport,42.5792,-99.993
KANY,Anthony Municipal Airport,37.1585,-98.0796
KAOH,Lima Allen County Airport,40.7069,-84.0267
KAOO,Altoona-Blair County Airport,40.2964,-78.32
KAPA,Centennial Airport,39.5701,-104.849
KAPC,Napa County Airport,38.2132,-122.281
KAPF,Naples Municipal Airport,26.1526,-81.7753
KAPG,Phillips Army Airfield,39.4662,-76.1688
KAPH,A.P. Hill Army Airfield,38.0689,-77.3183
KAPN,Alpena County Regional Airport,45.0781,-83.5603
KAPT,Marion County Airport (Brown Field),35.0607,-85.5853
KAPV,Apple Valley Airport,34.5753,-117.186
KARA,Acadiana Regional Airport,30.0378,-91.8839
KARB,Ann Arbor Municipal Airport,42.223,-83.7456
KARG,Walnut Ridge Regional Airport,36.1247,-90.9251
KARM,Wharton Regional Airport,29.2543,-96.1544
KARR,Aurora Municipal Airport,41.7719,-88.4757
KART,Watertown International Airport,43.9919,-76.0217
KARV,Lakeland Airport (Noble F. Lee Memorial Field),45.9279,-89.7309
KARW,Beaufort County Airport,32.4122,-80.6344
KASE,Aspen-Pitkin County Airport (Sardy Field),39.2232,-106.869
KASG,Springdale Municipal Airport,36.1764,-94.1193
KASH,Nashua Airport (Boire Field),42.7817,-71.5148
KASL,Harrison County Airport,32.5205,-94.3078
KASN,Talladega Municipal Airport,33.5699,-86.0509
KAST,Astoria Regional Airport,46.158,-123.879
KASX,John F. Kennedy Memorial Airport,46.5485,-90.919
KASY,Ashley Municipal Airport,46.0239,-99.3526
KATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
KATS,Artesia Municipal Airport,32.8525,-104.468
KATW,Appleton International Airport,44.2581,-88.5191
KATY,Watertown Regional Airport,44.914,-97.1547
KAUG,Augusta State Airport,44.3206,-69.7973
KAUM,Austin Municipal Airport,43.665,-92.9334
KAUN,Auburn Municipal Airport,38.9548,-121.082
KAUO,Auburn University Regional Airport,32.6151,-85.434
KAUS,Austin-Bergstrom International Airport,30.1945,-97.6699
KAUW,Wausau Downtown Airport,44.9262,-89.6266
KAVL,Asheville Regional Airport,35.4362,-82.5418
KAVO,Avon Park Executive Airport,27.5912,-81.5278
KAVP,Wilkes-Barre/Scranton International Airport,41.3385,-75.7234
KAVQ,Marana Regional Airport,32.4096,-111.218
KAVX,Catalina Airport,33.4049,-118.416
KAWM,West Memphis Municipal Airport,35.1351,-90.2344
KAXA,Algona Municipal Airport,43.0779,-94.272
KAXN,Alexandria Municipal Airport (Chandler Field),45.8663,-95.3947
KAXS,Altus/Quartz Mountain Regional Airport,34.698,-99.3385
KAXV,Neil Armstrong Airport,40.4934,-84.2989
KAXX,Angel Fire Airport,36.422,-105.29
KAYS,Waycross-Ware County Airport,31.2491,-82.3955
KAZO,Kalamazoo/Battle Creek International Airport,42.2349,-85.5521
KBAB,Beale Air Force Base,39.1361,-121.437
KBAD,Barksdale Air Force Base,32.5018,-93.6627
KBAF,Westfield-Barnes Regional Airport,42.1578,-72.7156
KBAK,Columbus Municipal Airport,39.2619,-85.8963
KBAM,Battle Mountain Airport (Lander County Airport),40.599,-116.874
KBBB,Benson Municipal Airport,45.3319,-95.6506
KBBD,Curtis Field,31.1793,-99.3239
KBBG,Branson Airport,36.5321,-93.2005
KBBP,Marlboro County Jetport,34.6217,-79.7344
KBBW,Broken Bow Municipal Airport,41.4365,-99.6422
KBCB,Virginia Tech Montgomery Executive Airport,37.2076,-80.4078
KBCE,Bryce Canyon Airport,37.7064,-112.145
KBCT,Boca Raton Airport,26.3785,-80.1077
KBDE,Baudette International Airport,48.7284,-94.6122
KBDG,Blanding Municipal Airport,37.5833,-109.483
KBDH,Willmar Municipal Airport (John L. Rice Field),45.1177,-95.1304
KBDL,Bradley International Airport,41.9392,-72.6833
KBDR,Igor I. Sikorsky Memorial Airport,41.1635,-73.1262
KBDU,Boulder Municipal Airport,40.0394,-105.226
KBEC,Beech Factory Airport,37.6945,-97.215
KBED,Laurence G. Hanscom Field,42.47,-71.289
KBEH,Southwest Michigan Regional Airport,42.1286,-86.4285
KBFD,Bradford Regional Airport,41.8031,-78.6401
KBFF,Western Nebraska Regional Airport (William B. Heilig Field),41.874,-103.596
KBFI,Boeing Field/King County International Airport,47.53,-122.302
KBFL,Meadows Field Airport,35.4336,-119.057
KBFM,Mobile Downtown Airport,30.6268,-88.0681
KBFR,Virgil I. Grissom Municipal Airport,38.84,-86.4454
KBGD,Hutchinson County Airport,35.7009,-101.394
KBGE,Decatur County Industrial Air Park,30.9715,-84.6374
KBGM,Greater Binghamton Airport (Edwin A. Link Field),42.2087,-75.9798
KBGR,Bangor International Airport,44.8074,-68.8281
KBHB,Hancock County-Bar Harbor Airport,44.45,-68.3615
KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535
KBID,Block Island State Airport,41.1681,-71.5778
KBIE,Beatrice Municipal Airport,40.3013,-96.7541
KBIF,Biggs Army Airfield,31.8495,-106.38
KBIH,Eastern Sierra Regional Airport,37.3731,-118.364
KBIL,Billings Logan International Airport,45.8077,-108.543
KBIS,Bismarck Municipal Airport,46.7727,-100.746
KBIX,Keesler Air Force Base,30.4104,-88.9244
KBJC,Rocky Mountain Metropolitan Airport,39.9088,-105.117
KBJI,Bemidji Regional Airport,47.5094,-94.9337
KBJJ,Wayne County Airport,40.8748,-81.8883
KBKD,Stephens County Airport,32.719,-98.891
KBKE,Baker City Municipal Airport,44.8373,-117.809
KBKF,Buckley Air Force Base,39.7017,-104.752
KBKL,Cleveland Burke Lakefront Airport,41.5175,-81.6833
KBKN,Blackwell-Tonkawa Municipal Airport,36.7959,-97.317
KBKT,Blackstone Army Airfield (Allen C. Perkinson Airport),37.0742,-77.9575
KBKW,Raleigh County Memorial Airport,37.7873,-81.1242
KBKX,Brookings Regional Airport,44.3048,-96.8169
KBLF,Mercer County Airport,37.2958,-81.2077
KBLH,Blythe Airport,33.6192,-114.717
KBLI,Bellingham International Airport,48.7928,-122.538
KBLM,Monmouth Executive Airport,40.1869,-74.1249
KBLU,Blue Canyon-Nyack Airport,39.275,-120.71
KBLV,MidAmerica St. Louis Airport / Scott Air Force Base,38.5452,-89.8352
KBMC,Brigham City Airport,41.5524,-112.062
KBMG,Monroe County Airport,39.146,-86.6167
KBMI,Central Illinois Regional Airport,40.4771,-88.9159
KBML,Berlin Regional Airport,44.5754,-71.1759
KBMT,Beaumont Municipal Airport,30.0707,-94.2158
KBNA,Nashville International Airport,36.1245,-86.6782
KBNG,Banning Municipal Airport,33.9231,-116.851
KBNL,Barnwell Regional Airport,33.2578,-81.3883
KBNO,Burns Municipal Airport,43.5919,-118.955
KBNW,Boone Municipal Airport,42.0496,-93.8476
KBOI,Boise Air Terminal (Gowen Field),43.5644,-116.223
KBOK,Brookings Airport,42.0746,-124.29
KBOS,Logan International Airport,42.3643,-71.0052
KBOW,Bartow Municipal Airport,27.9434,-81.7834
KBPG,Big Spring McMahon-Wrinkle Airport,32.2126,-101.522
KBPI,Miley Memorial Field,42.5851,-110.111
KBPK,Ozark Regional Airport,36.3689,-92.4705
KBPP,Bowman Municipal Airport,46.1655,-103.301
KBPT,Jack Brooks Regional Airport,29.9508,-94.0207
KBQK,Brunswick Golden Isles Airport,31.2588,-81.4665
KBRD,Brainerd Lakes Regional Airport,46.3983,-94.1381
KBRL,Southeast Iowa Regional Airport,40.7832,-91.1255
KBRO,Brownsville/South Padre Island International Airport,25.9068,-97.4259
KBRY,Samuels Field,37.8143,-85.4996
KBTF,Skypark Airport,40.8694,-111.927
KBTL,W. K. Kellogg Airport,42.3073,-85.2515
KBTM,Bert Mooney Airport,45.9548,-112.497
KBTN,Britton Municipal Airport,45.8152,-97.7431
KBTP,Butler County Airport (K.W. Scholter Field),40.7769,-79.9497
KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496
KBTV,Burlington International Airport,44.4719,-73.1533
KBTY,Beatty Airport,36.8611,-116.787
KBUB,Cram Field,41.7767,-99.1497
KBUF,Buffalo Niagara International Airport,42.9405,-78.7322
KBUM,Butler Memorial Airport,38.2898,-94.3401
KBUR,Bob Hope Airport,34.2007,-118.359
KBVI,Beaver County Airport,40.7725,-80.3914
KBVO,Bartlesville Municipal Airport,36.7625,-96.0112
KBVS,Skagit Regional Airport,48.4709,-122.421
KBVX,Batesville Regional Airport,35.7262,-91.6473
KBVY,Beverly Municipal Airport,42.5842,-70.9165
KBWC,Brawley Municipal Airport,32.9929,-115.517
KBWD,Brownwood Regional Airport,31.7936,-98.9565
KBWG,Bowling Green-Warren County Regional Airport,36.9645,-86.4197
KBWI,Baltimore/Washington International Airport,39.1753,-76.6683
KBWP,Harry Stern Airport,46.2441,-96.6074
KBXA,George R. Carr Memorial Air Field,30.8137,-89.865
KBXK,Buckeye Municipal Airport,33.4204,-112.686
KBXM,Brunswick Executive Airport,43.8922,-69.9386
KBYG,Johnson County Airport,44.3811,-106.722
KBYH,Arkansas International Airport,35.9643,-89.944
KBYI,Burley Municipal Airport,42.5426,-113.772
KBYS,Bicycle Lake Army Airfield (Fort Irwin),35.2805,-116.63
KBYY,Bay City Municipal Airport,28.9733,-95.8635
KBZN,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153
KCAD,Wexford County Airport,44.2753,-85.4189
KCAE,Columbia Metropolitan Airport,33.9388,-81.1195
KCAG,Craig-Moffat Airport,40.4952,-107.522
KCAK,Akron-Canton Airport,40.9161,-81.4422
KCAO,Clayton Municipal Airpark,36.4462,-103.167
KCAR,Caribou Municipal Airport,46.8715,-68.0179
KCBE,Greater Cumberland Regional Airport,39.6154,-78.7609
KCBF,Council Bluffs Municipal Airport,41.2592,-95.7606
KCBK,Colby Municipal Airport (Shalz Field),39.4275,-101.047
KCBM,Columbus Air Force Base,33.6438,-88.4438
KCCB,Cable Airport,34.1116,-117.688
KCCR,Buchanan Field Airport,37.9897,-122.057
KCCY,Northeast Iowa Regional Airport,43.0726,-92.6108
KCDA,Caledonia County Airport,44.5691,-72.018
KCDC,Cedar City Regional Airport,37.701,-113.099
KCDH,Harrell Field,33.6228,-92.7634
KCDK,George T. Lewis Airport,29.1342,-83.0505
KCDN,Woodward Field,34.2836,-80.5649
KCDR,Chadron Municipal Airport,42.8376,-103.095
KCDS,Childress Municipal Airport,34.4338,-100.288
KCDW,Essex County Airport,40.8752,-74.2814
KCEA,Cessna Aircraft Field,37.6486,-97.2506
KCEC,Del Norte County Airport (Jack McNamara Field),41.7802,-124.237
KCEU,Oconee County Regional Airport,34.6719,-82.8865
KCEV,Mettel Field,39.6985,-85.1297
KCEW,Bob Sikes Airport,30.7788,-86.5221
KCEY,Murray-Calloway County Airport,36.6646,-88.3728
KCEZ,Cortez Municipal Airport,37.303,-108.628
KCFD,Coulter Field,30.7157,-96.3314
KCFS,Tuscola Area Airport,43.4588,-83.4455
KCFT,Greenlee County Airport,32.9528,-109.21
KCFV,Coffeyville Municipal Airport,37.094,-95.5719
KCGE,Cambridge-Dorchester Airport,38.5393,-76.0304
KCGF,Cuyahoga County Airport,41.5651,-81.4864
KCGI,Cape Girardeau Regional Airport,37.2253,-89.5708
KCGS,College Park Airport,38.9806,-76.9223
KCGZ,Casa Grande Municipal Airport,32.9549,-111.767
KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.0353,-85.2038
KCHK,Chickasha Municipal Airport,35.0974,-97.9677
KCHO,Charlottesville-Albemarle Airport,38.1386,-78.4529
KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
KCIC,Chico Municipal Airport,39.7954,-121.858
KCID,The Eastern Iowa Airport,41.8847,-91.7108
KCIN,Arthur N. Neu Airport,42.0462,-94.789
KCIR,Cairo Regional Airport,37.0645,-89.2196
KCIU,Chippewa County International Airport,46.2508,-84.4724
KCKA,Kegelman Air Force Auxiliary Field,36.7439,-98.1231
KCKB,North Central West Virginia Airport,39.2966,-80.2281
KCKC,Grand Marais/Cook County Airport,47.8383,-90.3829
KCKM,Fletcher Field,34.2997,-90.5123
KCKN,Crookston Municipal Airport (Kirkwood Field),47.8417,-96.6216
KCKV,Clarksville-Montgomery County Regional Airport (Outlaw Field),36.6219,-87.415
KCLE,Cleveland Hopkins International Airport,41.4117,-81.8498
KCLI,Clintonville Municipal Airport,44.6138,-88.7313
KCLK,Clinton Regional Airport,35.5383,-98.9327
KCLL,Easterwood Airport (Easterwood Field),30.5886,-96.3638
KCLM,William R. Fairchild International Airport,48.1202,-123.5
KCLR,Cliff Hatfield Memorial Airport,33.1315,-115.521
KCLS,Chehalis-Centralia Airport,46.677,-122.983
KCLT,Charlotte Douglas International Airport,35.214,-80.9431
KCLW,Clearwater Air Park,27.9767,-82.7587
KCMH,John Glenn Columbus International Airport,39.998,-82.8919
KCMI,University of Illinois Willard Airport,40.0392,-88.2781
KCMX,Houghton County Memorial Airport,47.1684,-88.4891
KCMY,Sparta/Fort McCoy Airport,43.9583,-90.7379
KCNH,Claremont Municipal Airport,43.3704,-72.3687
KCNK,Blosser Municipal Airport,39.5493,-97.6523
KCNM,Cavern City Air Terminal,32.3375,-104.263
KCNO,Chino Airport,33.9747,-117.637
KCNU,Chanute Martin Johnson Airport,37.6688,-95.4851
KCNW,TSTC Waco Airport,31.6378,-97.0741
KCNY,Canyonlands Field,38.755,-109.755
KCOD,Yellowstone Regional Airport,44.5202,-109.024
KCOE,Coeur d'Alene Airport,47.7743,-116.82
KCOF,Patrick Air Force Base,28.2349,-80.6101
KCOI,Merritt Island Airport,28.3416,-80.6855
KCOM,Coleman Municipal Airport,31.8411,-99.4036
KCON,Concord Municipal Airport,43.2027,-71.5023
KCOS,Colorado Springs Airport,38.8058,-104.701
KCOT,Cotulla-La Salle County Airport,28.4567,-99.2203
KCOU,Columbia Regional Airport,38.8181,-92.2196
KCPM,Compton/Woodley Airport,33.89,-118.244
KCPR,Casper-Natrona County International Airport,42.908,-106.464
KCPS,St. Louis Downtown Airport,38.5707,-90.1562
KCQW,Cheraw Municipal Airport (Lynch Bellinger Field,34.7129,-79.957
KCRE,Grand Strand Airport,33.8117,-78.7239
KCRG,Jacksonville Executive at Craig Airport,30.3363,-81.5144
KCRO,Corcoran Airport,36.1025,-119.595
KCRP,Corpus Christi International Airport,27.7704,-97.5012
KCRQ,McClellan-Palomar Airport,33.1283,-117.28
KCRS,C. David Campbell Field (Corsicana Municipal Airport),32.0281,-96.4006
KCRT,Z. M. Jack Stell Field,33.1783,-91.8802
KCRW,Yeager Airport,38.3731,-81.5932
KCRX,Roscoe Turner Airport,34.915,-88.6035
KCSG,Columbus Airport,32.5163,-84.9389
KCSM,Clinton-Sherman Airport,35.3398,-99.2005
KCSQ,Creston Municipal Airport,41.0214,-94.3633
KCSV,Crossville Memorial-Whitson Field,35.9513,-85.085
KCTB,Cut Bank Municipal Airport,48.6084,-112.376
KCTY,Cross City Airport,29.6355,-83.1048
KCTZ,Clinton-Sampson County Airport,34.9756,-78.3646
KCUB,Jim Hamilton-L.B. Owens Airport,33.9705,-80.9952
KCUH,Cushing Municipal Airport,35.9499,-96.7731
KCVG,Cincinnati/Northern Kentucky International Airport,39.0488,-84.6678
KCVH,Hollister Municipal Airport,36.8933,-121.41
KCVK,Sharp County Regional Airport,36.2649,-91.5626
KCVN,Clovis Municipal Airport,34.4251,-103.079
KCVO,Corvallis Municipal Airport,44.4972,-123.29
KCVS,Cannon Air Force Base,34.3828,-103.322
KCWA,Central Wisconsin Airport,44.7776,-89.6668
KCWC,Kickapoo Downtown Airport,33.8578,-98.4904
KCWF,Chennault International Airport,30.2106,-93.1432
KCWI,Clinton Municipal Airport,41.8311,-90.3291
KCXL,Calexico International Airport,32.6695,-115.513
KCXO,Lone Star Executive Airport,30.3518,-95.4145
KCXP,Carson Airport,39.1922,-119.734
KCXY,Capital City Airport,40.2171,-76.8515
KCYS,Cheyenne Regional Airport (Jerry Olson Field),41.1557,-104.812
KCZK,Cascade Locks State Airport,45.6769,-121.879
KCZT,Dimmit County Airport,28.5222,-99.8236
KDAA,Davison Army Airfield,38.715,-77.181
KDAB,Daytona Beach International Airport,29.1799,-81.0581
KDAG,Barstow-Daggett Airport,34.8537,-116.787
KDAL,Dallas Love Field,32.8471,-96.8518
KDAN,Danville Regional Airport,36.5729,-79.3361
KDAY,Dayton International Airport,39.9024,-84.2194
KDBN,W. H. 'Bud' Barron Airport,32.5644,-82.9853
KDBQ,Dubuque Regional Airport,42.402,-90.7095
KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
KDCU,Pryor Field Regional Airport,34.6527,-86.9454
KDDC,Dodge City Regional Airport,37.7634,-99.9656
KDEC,Decatur Airport,39.8346,-88.8657
KDEH,Decorah Municipal Airport,43.2755,-91.7394
KDEN,Denver International Airport,39.8617,-104.673
KDFI,Defiance Memorial Airport,41.3375,-84.4288
KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
KDGL,Douglas Municipal Airport,31.3426,-109.506
KDGW,Converse County Airport,42.7972,-105.386
KDHN,Dothan Regional Airport,31.3213,-85.4496
KDHT,Dalhart Municipal Airport,36.0226,-102.547
KDIK,Dickinson Theodore Roosevelt Regional Airport,46.7974,-102.802
KDKK,Chautauqua County/Dunkirk Airport,42.4933,-79.272
KDLC,Dillon County Airport,34.4491,-79.3686
KDLF,Laughlin Air Force Base,29.3595,-100.778
KDLH,Duluth International Airport,46.8421,-92.1936
KDLN,Dillon Airport,45.2554,-112.553
KDLS,Columbia Gorge Regional Airport (The Dalles Municipal Airport),45.6185,-121.167
KDMA,Davis-Monthan Air Force Base,32.1665,-110.883
KDMN,Deming Municipal Airport,32.2623,-107.721
KDMO,Sedalia Regional Airport,38.7074,-93.1759
KDNL,Daniel Field,33.4665,-82.0394
KDNN,Dalton Municipal Airport,34.7229,-84.8702
KDNS,Denison Municipal Airport,41.9864,-95.3807
KDNV,Vermilion Regional Airport,40.1992,-87.5959
KDOV,Dover Air Force Base,39.1295,-75.466
KDPA,DuPage Airport,41.9078,-88.2486
KDPG,Michael Army Airfield,40.1994,-112.937
KDRA,Desert Rock Airport,36.6194,-116.033
KDRI,Beauregard Regional Airport,30.8317,-93.3399
KDRM,Drummond Island Airport,46.0093,-83.7439
KDRO,Durango-La Plata County Airport,37.1515,-107.754
KDRT,Del Rio International Airport,29.3742,-100.927
KDSM,Des Moines International Airport,41.534,-93.6631
KDSV,Dansville Municipal Airport,42.5709,-77.7131
KDTA,Delta Municipal Airport,39.3806,-112.508
KDTL,Detroit Lakes Airport (Wething Field),46.8252,-95.8857
KDTN,Shreveport Downtown Airport,32.5402,-93.745
KDTS,Destin Executive Airport,30.4001,-86.4715
KDTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
KDUA,Durant Regional Airport-Eaker Field,33.9423,-96.3945
KDUC,Halliburton Field,34.4709,-97.9599
KDUG,Bisbee Douglas International Airport,31.469,-109.604
KDUJ,DuBois Regional Airport,41.1783,-78.8987
KDVL,Devils Lake Regional Airport (Devils Lake Municipal Airport),48.1142,-98.9088
KDVN,Davenport Municipal Airport,41.6103,-90.5883
KDVO,Marin County Airport (Gnoss Field),38.1436,-122.556
KDVP,Slayton Municipal Airport,43.9868,-95.7826
KDVT,Phoenix Deer Valley Airport,33.6883,-112.083
KDWH,David Wayne Hooks Memorial Airport,30.0618,-95.5528
KDXR,Danbury Municipal Airport,41.3715,-73.4822
KDYL,Doylestown Airport,40.333,-75.1223
KDYS,Dyess Air Force Base,32.4208,-99.8546
KEAN,Phifer Airfield,42.0555,-104.929
KEAR,Kearney Regional Airport,40.727,-99.0068
KEAT,Pangborn Memorial Airport,47.3989,-120.207
KEAU,Chippewa Valley Regional Airport,44.8658,-91.4843
KEBS,Webster City Municipal Airport,42.4366,-93.8689
KECG,Elizabeth City Regional Airport,36.2606,-76.1746
KECP,Northwest Florida Beaches International Airport,30.3571,-85.7954
KECS,Mondell Field,43.8854,-104.318
KEDE,Northeastern Regional Airport,36.0277,-76.5671
KEDN,Enterprise Municipal Airport,31.2997,-85.8999
KEDW,Edwards Air Force Base,34.9054,-117.884
KEED,Needles Airport,34.7663,-114.623
KEEN,Dillant-Hopkins Airport,42.8984,-72.2708
KEFD,Ellington Field,29.6073,-95.1588
KEFK,Newport State Airport,44.8888,-72.2292
KEFW,Jefferson Municipal Airport,42.0102,-94.3426
KEGE,Eagle County Regional Airport,39.6426,-106.918
KEGI,Duke Field (Eglin Auxiliary Field 3),30.6504,-86.5229
KEGV,Eagle River Union Airport,45.9323,-89.2683
KEKA,Murray Field,40.8034,-124.113
KEKM,Elkhart Municipal Airport,41.7194,-86.0032
KEKN,Elkins-Randolph County Airport,38.8894,-79.8571
KEKO,Elko Regional Airport,40.8249,-115.792
KEKX,Elizabethtown Regional Airport (Addington Field),37.686,-85.925
KELA,Eagle Lake Airport,29.6006,-96.3219
KELD,South Arkansas Regional Airport at Goodwin Field,33.221,-92.8133
KELK,Elk City Regional Business Airport,35.4308,-99.3943
KELM,Elmira/Corning Regional Airport,42.1599,-76.8916
KELN,Bowers Field,47.033,-120.531
KELO,Ely Municipal Airport,47.8245,-91.8307
KELP,El Paso International Airport,31.8072,-106.378
KELY,Ely Airport,39.2997,-114.842
KELZ,Wellsville Municipal Airport (Tarantine Field),42.1095,-77.99
KEMM,Kemmerer Municipal Airport,41.8241,-110.557
KEMP,Emporia Municipal Airport,38.3321,-96.1912
KEMT,San Gabriel Valley Airport,34.0861,-118.035
KEND,Vance Air Force Base,36.3392,-97.9165
KENL,Centralia Municipal Airport,38.5151,-89.0911
KENV,Wendover Airport,40.7187,-114.031
KENW,Kenosha Regional Airport,42.5957,-87.9278
KEOK,Keokuk Municipal Airport,40.4599,-91.4285
KEOS,Neosho Hugh Robinson Airport,36.8065,-94.391
KEPH,Ephrata Municipal Airport,47.3076,-119.516
KEQA,Captain Jack Thomas/El Dorado Airport,37.7741,-96.8176
KERI,Erie International Airport (Tom Ridge Field),42.0831,-80.1739
KERR,Errol Airport,44.7925,-71.1642
KERV,Kerrville Municipal Airport (Louis Schreiner Field),29.9767,-99.0857
KESC,Delta County Airport,45.7227,-87.0937
KESF,Esler Airfield (Esler Regional Airport),31.3949,-92.2958
KESN,Easton Airport (Newnam Field),38.8042,-76.069
KEST,Estherville Municipal Airport,43.4074,-94.7464
KESW,Easton State Airport,47.2542,-121.186
KETB,West Bend Municipal Airport,43.4222,-88.1279
KETN,Eastland Municipal Airport,32.4135,-98.8098
KEUF,Weedon Field,31.9513,-85.1289
KEUG,Eugene Airport (Mahlon Sweet Airport),44.1246,-123.212
KEVM,Eveleth-Virginia Municipal Airport,47.4251,-92.4985
KEVV,Evansville Regional Airport,38.037,-87.5324
KEVW,Evanston-Uinta County Burns Field,41.2748,-111.035
